label,Turbidity,pH,Rainfall,Nitrogen,Phosphorus,Potassium,Humidity
Spearmint,2.98,6.74,530.95,1.24,1.2,1.97,63.32
Impatiens,2.3,6.46,705.85,2.64,0.51,1.84,65.38
Sweet pea,1.87,5.59,475.02,2.08,0.8,1.83,50.4
Rosemary,1.28,7.27,983.46,2.32,1.0,1.96,63.52
Morning glory,2.57,5.61,318.99,2.98,0.93,1.36,51.34
Lavender,0.83,7.28,694.29,1.41,0.9,1.84,49.01
Lavender cotton (Santolina),2.87,6.62,289.78,1.35,1.12,1.94,45.7
Lily,4.4,5.9,315.32,1.04,0.11,2.0,71.81
Pothos (Epipremnum aureum),3.59,7.2,179.02,1.81,1.22,0.99,66.03
Spearmint,3.47,7.42,654.57,2.98,1.06,2.35,83.88
Jade plant (Crassula ovata),1.08,5.7,225.46,2.44,0.9,1.27,44.43
Thyme,3.96,7.02,761.56,1.91,0.85,2.0,50.59
Lavender,3.18,7.99,702.56,1.29,0.81,1.6,46.85
Tomato,4.2,6.92,946.25,2.98,1.29,1.69,61.53
Lily,2.22,6.79,461.55,2.98,0.36,2.45,64.86
Snake plant (Sansevieria trifasciata),3.21,6.87,323.56,1.93,1.44,1.52,47.67
Aloe vera,1.03,7.39,112.6,2.73,0.78,2.21,58.83
Lavender,1.5,7.35,718.11,2.31,0.68,1.95,55.29
Petunia,2.22,5.78,356.29,2.99,0.99,1.55,79.72
Orchid,4.51,6.65,301.94,2.58,0.26,1.55,58.51
Chamomile,2.04,7.18,542.03,1.91,0.95,1.08,58.66
Petunia,2.83,6.83,671.0,1.25,0.83,1.8,79.5
Cilantro,3.43,7.94,765.97,2.14,1.08,2.13,56.55
Geranium,2.38,6.41,437.71,1.04,1.01,1.65,74.59
Cilantro,3.93,7.61,416.4,1.68,0.52,1.84,60.72
Stevia,0.92,6.48,967.4,1.64,0.84,1.2,56.43
Marjoram,1.43,7.22,633.9,2.62,0.96,1.29,61.63
Chamomile,1.11,7.16,837.1,1.77,1.03,1.16,73.81
Orchid,2.15,6.43,222.03,1.04,0.18,0.7,62.32
Snapdragon,0.5,7.93,397.27,1.75,0.76,1.74,69.07
Thyme,1.84,7.16,810.38,1.8,0.77,1.37,57.81
Bay leaf (Bay laurel),1.16,6.95,316.36,2.08,1.06,1.23,41.55
African violet (Saintpaulia),3.36,6.7,100.55,2.81,0.88,0.72,32.66
Geranium,1.43,5.71,204.23,1.21,0.95,1.34,68.62
Morning glory,0.82,6.11,258.84,1.89,0.96,1.27,61.61
Bay leaf (Bay laurel),2.53,7.61,236.75,1.16,0.98,1.13,50.75
Jade plant (Crassula ovata),1.38,5.84,744.13,2.75,0.92,1.92,70.8
Crocus,4.7,6.46,493.91,1.25,0.7,2.44,73.83
Zinnia,3.2,6.94,499.09,2.43,0.84,1.69,77.0
Mint,1.27,6.36,737.71,2.71,1.26,1.33,68.81
Peppermint,3.56,7.15,805.57,2.61,1.06,1.83,81.84
Sweet pea,3.19,5.62,847.04,1.17,0.81,1.9,71.13
Iris,4.67,5.65,711.31,0.54,0.78,1.75,54.07
Iris,4.05,5.89,209.94,2.43,1.49,0.78,55.45
Coriander (Cilantro),3.32,6.48,886.36,2.67,0.78,1.63,71.05
Snapdragon,3.32,7.14,618.26,2.64,0.88,1.58,45.61
Peppermint,3.83,6.51,435.03,1.8,0.92,1.85,78.69
Zinnia,3.48,7.04,680.77,2.11,1.01,1.12,61.11
Oregano,2.84,6.97,725.6,2.17,0.85,1.61,40.42
Nasturtium,0.93,5.85,783.37,1.27,1.07,1.87,54.09
Thyme,0.55,7.98,650.62,2.62,0.62,1.32,62.22
Dill,2.79,6.92,649.46,2.25,0.54,1.63,41.87
Lavender cotton (Santolina),1.59,7.74,648.13,1.47,0.96,1.7,64.06
Crocus,2.79,6.66,321.53,1.65,1.48,1.38,43.66
Rose,3.3,6.79,695.29,0.61,0.24,1.19,39.57
Tulip,1.22,7.34,314.42,1.56,0.71,2.24,54.2
Snake plant (Sansevieria trifasciata),0.38,5.95,341.28,1.36,0.42,1.85,52.53
Basil,0.69,6.63,495.37,2.28,0.65,1.06,73.03
Tarragon,1.27,6.38,640.26,2.42,0.83,1.66,47.88
African violet (Saintpaulia),3.81,5.86,596.85,2.23,0.5,1.35,54.53
Daffodil,3.54,6.33,236.09,0.62,1.48,2.37,73.69
Impatiens,0.85,7.05,678.11,1.39,1.05,1.34,73.25
Oregano,1.68,6.13,395.48,1.73,1.2,1.42,61.66
Snapdragon,0.54,7.33,750.31,1.48,0.61,1.43,44.87
Oregano,3.77,6.54,350.51,2.0,0.89,1.39,64.53
Sweet pea,2.63,7.39,494.75,2.58,0.78,1.76,79.49
Lily,0.41,6.87,610.17,0.66,0.16,1.15,39.47
Impatiens,1.67,5.79,482.93,2.75,0.94,1.64,51.59
Coriander (Cilantro),2.52,7.34,881.73,1.62,1.11,1.14,79.87
Lemon verbena,1.44,6.33,718.72,1.07,0.73,1.08,70.74
Coriander (Cilantro),2.65,6.49,671.52,2.51,1.13,2.18,77.59
Orchid,2.5,6.63,472.22,1.07,1.26,0.71,48.03
Peppermint,3.75,6.11,687.82,2.91,0.65,1.79,75.16
Peace lily (Spathiphyllum),0.8,5.6,526.1,0.87,0.33,1.22,39.3
Snapdragon,1.72,6.06,692.66,1.5,0.57,1.48,48.35
Lavender cotton (Santolina),0.8,6.65,371.4,1.35,0.99,1.22,46.52
Peace lily (Spathiphyllum),0.63,6.53,452.46,0.75,1.45,0.65,38.28
Nasturtium,1.41,5.58,272.93,2.4,1.16,1.82,71.44
Mint,3.65,6.93,1457.2,3.46,0.77,1.04,69.88
Spider plant (Chlorophytum comosum),1.03,5.9,788.49,2.08,1.17,1.65,54.55
Pansy,0.88,5.56,866.12,2.36,1.13,1.57,73.04
Rose,3.12,6.29,620.99,2.53,0.26,1.74,38.02
Dill,1.95,5.52,322.8,1.17,0.93,1.76,53.96
Snapdragon,3.17,6.85,285.86,2.43,0.99,1.76,41.85
Oregano,2.84,6.89,530.53,2.06,0.84,1.91,47.58
Impatiens,3.28,6.18,427.34,1.19,0.55,1.68,65.31
Orchid,0.39,7.28,557.85,2.36,1.39,1.71,55.8
Morning glory,1.52,6.63,940.38,1.92,1.17,1.0,73.74
Lavender cotton (Santolina),2.21,6.3,789.22,1.14,0.57,1.43,68.88
Nasturtium,1.05,7.28,364.04,2.09,0.52,1.5,68.44
Lemon verbena,2.52,6.0,334.75,2.26,0.8,1.26,61.63
Petunia,1.92,7.47,528.62,1.19,1.09,1.5,50.92
Sweet pea,1.36,5.56,603.46,2.67,0.73,1.14,71.89
Zinnia,3.26,6.0,542.75,1.84,1.19,1.71,69.95
Tomato,2.55,6.88,429.11,2.14,0.73,1.8,65.84
Pansy,2.18,5.57,863.76,1.65,1.18,1.53,58.46
Lavender cotton (Santolina),3.09,7.79,674.2,2.14,0.93,1.93,65.07
Sunflower,2.9,7.12,679.68,1.29,0.71,1.48,57.95
Impatiens,3.3,6.4,487.17,1.26,0.89,1.18,75.16
Zinnia,2.35,5.91,929.46,2.59,1.09,1.78,77.19
Nasturtium,2.77,6.2,968.47,2.14,1.11,1.07,63.09
African violet (Saintpaulia),3.33,5.9,152.01,2.95,1.22,1.78,38.78
Parsley,1.52,6.53,881.15,2.08,0.67,1.2,72.73
Tomato,3.14,6.33,756.68,1.59,0.56,1.05,60.72
Aloe vera,0.38,6.59,450.21,1.41,0.55,1.25,67.73
Snapdragon,2.52,6.81,617.26,1.65,0.79,1.28,55.1
Mint,1.86,6.08,313.97,2.38,1.49,1.91,60.8
Dill,1.68,6.96,611.48,1.81,0.83,1.25,45.62
Daffodil,2.27,6.33,703.43,1.06,1.22,1.97,50.77
Lavender,3.24,7.79,656.64,1.39,0.84,0.88,59.97
Tarragon,1.75,6.42,231.47,1.55,0.95,1.57,60.73
Tulip,3.86,7.3,129.01,2.98,0.64,1.58,30.93
Crocus,1.68,5.62,647.86,2.01,1.2,1.04,79.54
Peppermint,1.81,7.0,1004.97,2.76,1.01,1.09,67.17
Spearmint,2.09,6.81,1199.28,2.41,1.15,1.9,82.08
Sweet pea,2.24,6.91,950.46,1.73,0.91,1.92,79.59
Thyme,3.16,6.39,718.08,2.56,0.63,1.94,66.71
Lavender cotton (Santolina),3.23,6.07,607.94,1.02,0.75,1.6,55.91
Sage,0.88,7.69,251.91,2.04,0.79,1.61,55.94
Tarragon,1.76,6.55,276.25,1.02,0.7,1.95,66.87
Pothos (Epipremnum aureum),4.29,6.68,694.67,1.09,0.38,1.35,36.04
Crocus,0.59,5.52,292.47,2.22,0.75,1.89,79.99
Dill,1.01,6.63,419.08,1.47,0.74,1.33,59.51
Crocus,1.47,5.81,497.6,1.11,1.26,1.29,36.8
Chives,2.33,6.85,637.2,2.65,0.55,1.6,60.16
Rose,0.43,7.46,524.31,1.76,0.61,0.55,58.15
Jade plant (Crassula ovata),4.38,5.95,323.66,1.63,0.81,0.97,56.0
Tulip,3.65,5.81,239.2,2.13,0.27,1.91,62.93
Rose,0.61,7.06,218.74,2.66,1.04,2.47,72.72
Chamomile,2.05,6.81,500.33,1.96,0.85,1.52,52.13
Daffodil,2.39,7.05,470.81,0.51,0.79,0.6,47.09
Bay leaf (Bay laurel),3.9,6.76,623.08,2.56,0.6,1.49,42.32
Tomato,2.69,6.04,894.04,1.73,0.88,2.06,52.15
Stevia,1.59,6.25,403.66,1.73,0.61,1.34,61.75
African violet (Saintpaulia),1.52,6.26,270.76,1.42,0.38,1.26,76.94
Tomato,2.55,5.95,646.18,2.16,1.47,1.08,71.41
Coriander (Cilantro),1.99,7.45,971.78,2.24,1.18,1.04,67.58
Aloe vera,2.99,6.2,273.94,2.75,1.46,0.81,31.64
Peace lily (Spathiphyllum),1.82,6.81,110.56,0.99,0.97,1.49,58.12
Bay leaf (Bay laurel),3.65,6.09,327.43,1.48,1.06,1.24,49.38
Sweet pea,1.83,5.79,917.74,1.46,0.89,1.88,76.36
Dill,2.91,5.82,710.96,2.49,0.69,1.36,46.75
Coriander (Cilantro),3.15,6.64,799.91,1.75,0.61,1.57,67.39
Tomato,4.9,6.85,227.49,2.88,0.61,1.94,76.47
Bay leaf (Bay laurel),3.08,7.63,718.91,1.31,0.53,1.28,52.0
Peppermint,3.87,6.61,1040.1,2.25,0.94,1.54,76.79
Lavender,3.42,7.09,418.41,1.56,0.5,1.68,53.07
Rosemary,3.67,7.38,1054.61,1.39,1.12,1.48,58.03
Pansy,2.47,6.44,789.09,1.28,0.67,1.06,65.37
Basil,1.37,7.48,717.73,1.11,1.37,2.4,73.02
Geranium,3.21,6.93,954.07,1.79,0.56,1.23,54.42
Petunia,1.82,5.94,488.97,2.8,0.89,2.0,72.87
Petunia,2.79,7.37,254.39,2.69,0.92,1.28,59.52
Geranium,3.34,5.81,971.87,2.69,0.96,1.99,52.16
Rosemary,2.81,6.65,733.93,2.42,1.07,1.68,62.68
Lavender,2.23,7.21,590.81,1.48,1.11,1.58,41.82
Lavender cotton (Santolina),3.85,7.79,538.76,2.05,1.06,1.79,40.19
Sweet pea,2.62,6.43,406.41,1.05,0.64,1.34,54.93
Lavender cotton (Santolina),0.8,6.05,609.58,1.96,0.83,1.5,45.43
Morning glory,1.93,6.52,351.89,2.75,0.72,1.4,72.5
Dill,3.31,7.33,491.52,2.22,0.66,1.01,54.61
Chives,2.3,7.45,1091.44,3.02,0.55,1.99,53.4
Lavender,1.08,6.56,680.08,1.62,1.09,0.64,68.64
Orchid,3.92,6.01,728.1,0.89,0.98,0.56,48.31
Orchid,4.12,6.34,593.57,2.5,1.45,0.86,71.01
Mint,3.88,6.56,593.43,3.39,1.39,1.17,83.68
Spider plant (Chlorophytum comosum),5.0,6.24,353.51,1.85,0.62,1.27,73.3
Jade plant (Crassula ovata),3.73,5.73,783.98,1.68,1.47,1.26,50.42
Cilantro,1.24,6.37,844.06,2.59,0.93,1.86,52.45
Cilantro,1.0,6.05,905.6,2.67,1.14,1.64,64.34
Dill,0.95,7.42,466.48,1.71,0.66,1.58,51.86
Cilantro,0.62,6.47,1146.4,2.11,0.66,1.25,64.38
Dill,2.31,7.33,265.44,1.74,0.73,1.39,53.75
Basil,1.98,6.81,357.87,1.74,0.77,1.15,61.54
Daffodil,3.22,7.27,302.34,2.52,0.8,0.94,57.74
Snake plant (Sansevieria trifasciata),4.15,6.13,791.18,1.06,1.08,0.83,36.59
Lemon verbena,3.29,6.55,637.63,2.18,0.63,1.41,56.96
Aloe vera,0.98,6.93,715.44,2.32,1.25,2.21,58.44
Lavender,1.18,6.27,703.78,2.04,0.62,1.08,66.38
Iris,3.81,5.77,255.39,2.82,0.97,0.93,57.53
Rosemary,1.81,7.82,521.04,2.3,1.17,1.72,52.69
Tarragon,2.56,7.55,644.59,1.54,0.93,1.99,63.43
Tarragon,3.1,7.64,225.7,1.51,0.59,1.15,66.32
Lavender,1.31,6.47,353.92,1.19,1.05,0.58,59.12
Daffodil,0.25,6.24,313.78,0.87,1.28,1.29,31.03
Sweet pea,3.2,7.36,814.51,2.7,0.84,1.8,68.87
Sunflower,2.37,6.56,789.08,2.76,0.88,1.44,68.89
African violet (Saintpaulia),2.11,6.05,502.38,2.17,1.26,2.12,72.87
Lavender cotton (Santolina),3.49,6.89,620.9,2.33,0.78,1.13,43.39
Tulip,0.55,7.21,665.97,1.45,1.49,2.26,35.39
Marigold,3.35,7.61,749.94,1.43,0.74,1.51,48.54
Impatiens,0.53,6.97,313.68,1.87,0.73,1.68,72.78
Mint,1.99,6.98,1406.6,1.87,1.41,1.86,88.43
Crocus,4.57,5.77,437.93,1.07,0.55,1.4,30.75
Coriander (Cilantro),3.89,7.41,1007.19,2.63,1.08,1.27,69.53
Pansy,1.87,6.24,864.38,2.32,0.6,1.78,77.69
Basil,3.36,7.25,850.22,2.69,0.89,1.42,63.72
Lavender cotton (Santolina),3.16,6.07,629.33,2.05,0.58,1.1,61.01
Jade plant (Crassula ovata),2.65,7.05,706.42,1.37,1.23,0.97,58.06
Zinnia,2.29,7.49,265.42,2.3,1.14,1.24,57.76
Orchid,0.86,6.18,504.62,1.94,0.61,2.34,31.0
Stevia,1.66,6.34,761.03,2.09,0.76,1.41,51.33
Orchid,3.98,7.05,374.24,0.63,0.31,1.58,66.56
Dill,1.93,6.81,212.93,2.39,0.65,1.49,50.58
Tomato,2.94,6.89,561.69,1.77,1.04,1.79,51.16
Lavender,3.45,6.54,425.07,1.11,0.92,1.09,59.7
Geranium,3.5,6.34,906.5,1.58,1.0,1.68,51.98
Peppermint,2.91,6.92,509.24,2.48,0.77,1.84,84.21
Rose,3.97,6.18,292.57,1.82,0.4,1.09,79.48
Peace lily (Spathiphyllum),0.75,7.47,622.98,1.44,1.37,1.72,34.69
Tulip,1.27,5.84,680.62,2.84,1.01,1.37,79.14
Bay leaf (Bay laurel),2.47,7.77,230.73,2.11,0.73,1.59,63.49
Parsley,0.83,7.26,651.28,1.81,0.52,2.03,63.44
Chives,1.49,6.1,1142.41,2.84,0.53,2.0,56.62
Lily,2.31,7.34,529.23,1.03,1.08,1.68,67.13
Zinnia,1.29,6.45,833.99,1.0,0.81,1.66,77.98
Rosemary,0.79,7.89,509.61,1.04,1.03,1.96,72.1
Calendula (Pot marigold),1.49,6.96,365.56,1.09,0.68,1.21,73.16
Tomato,0.79,6.18,525.39,2.39,0.98,1.03,65.09
Iris,0.15,6.96,349.18,1.54,1.16,1.23,69.13
Marigold,1.6,6.26,669.39,2.46,0.8,1.2,48.58
Lemon balm,2.43,7.16,753.61,2.37,1.1,1.94,63.33
Marigold,1.24,6.27,459.13,1.2,1.01,1.77,57.68
Jade plant (Crassula ovata),4.61,6.87,435.47,0.75,0.51,0.72,69.18
Peppermint,2.52,6.25,376.42,2.06,0.96,1.74,78.28
Snapdragon,0.8,6.65,759.51,2.74,0.82,1.92,47.23
Basil,2.38,6.59,947.68,2.81,1.11,1.9,83.25
Tulip,3.03,6.63,451.63,2.61,0.55,2.29,78.06
Stevia,2.18,5.51,714.49,2.06,0.85,1.58,72.0
Jade plant (Crassula ovata),1.21,7.09,692.03,1.08,0.37,1.83,64.29
Chives,1.29,6.29,944.18,2.46,0.92,2.26,84.96
Spearmint,4.88,6.54,1171.74,1.56,0.74,2.07,80.49
Impatiens,3.03,5.92,649.72,1.64,0.53,1.04,53.47
Oregano,3.99,6.69,661.69,2.35,1.32,1.01,64.58
Sweet pea,1.2,5.65,591.65,1.2,0.72,1.69,62.75
Daffodil,4.92,5.56,491.02,0.94,0.39,1.8,72.98
Lemon balm,2.97,6.04,817.21,1.92,0.98,1.93,70.11
Pothos (Epipremnum aureum),4.43,5.99,129.1,2.82,0.63,0.71,31.53
Petunia,1.02,6.64,235.75,1.86,0.53,1.29,79.28
Thyme,1.52,7.65,601.35,1.45,1.0,1.7,67.83
Dill,2.23,7.33,413.7,2.25,0.89,1.72,51.56
Bay leaf (Bay laurel),2.55,7.05,600.75,2.89,1.18,1.84,69.43
Nasturtium,0.77,5.58,327.5,1.81,0.95,1.1,57.08
Fennel,0.76,6.12,596.44,1.8,0.73,1.88,45.94
Sweet pea,3.35,5.65,360.82,1.77,0.93,1.28,74.32
Lavender cotton (Santolina),3.97,6.61,624.59,1.14,0.75,1.4,65.58
Snake plant (Sansevieria trifasciata),0.57,5.97,480.95,0.52,0.62,0.96,58.54
Chives,3.92,7.09,957.12,2.79,0.94,2.42,52.55
Spider plant (Chlorophytum comosum),3.67,5.84,284.37,1.11,1.42,0.68,30.87
Sage,1.05,7.37,322.51,1.51,0.86,1.77,60.83
Zinnia,2.5,6.18,374.4,2.43,0.92,1.67,70.42
Jade plant (Crassula ovata),4.7,6.52,587.84,1.89,0.63,0.75,63.23
Sunflower,1.03,6.39,486.21,1.6,1.1,1.66,65.7
African violet (Saintpaulia),1.78,7.27,278.8,1.48,0.94,1.74,45.67
Fennel,3.06,6.81,726.48,2.08,0.86,1.29,49.19
Lemon verbena,1.35,6.04,694.26,1.06,0.88,1.78,63.51
Sweet pea,2.4,6.17,341.91,1.16,0.78,1.02,69.26
Fennel,3.57,6.32,213.87,2.51,0.75,1.09,47.53
Snake plant (Sansevieria trifasciata),4.74,6.83,321.01,1.86,1.42,0.68,52.0
Oregano,0.74,6.43,427.68,1.94,1.06,1.82,46.45
Snake plant (Sansevieria trifasciata),1.74,6.17,685.28,1.1,0.95,2.24,68.81
Thyme,2.01,6.81,653.66,1.25,0.99,1.3,59.25
Cilantro,3.42,7.33,1169.2,1.76,0.84,1.69,67.57
Rosemary,3.28,6.79,894.77,1.56,0.67,1.42,74.55
Lemon verbena,0.61,5.75,867.26,1.89,0.58,1.54,76.91
Sage,0.87,7.25,589.37,1.38,0.78,1.99,59.17
Sunflower,2.41,7.17,824.59,1.6,1.04,1.32,76.25
Rose,3.54,6.1,538.56,2.11,1.22,1.03,54.08
Sunflower,0.59,6.95,692.32,2.61,1.17,1.98,54.71
Aloe vera,2.26,7.26,713.18,1.23,0.9,1.99,68.17
Marjoram,0.62,5.62,671.39,1.61,0.56,1.86,50.73
Snapdragon,2.65,7.21,412.76,1.66,0.9,1.62,68.2
Fennel,1.98,6.31,454.19,1.12,0.89,1.03,65.72
Pansy,3.4,6.67,575.87,2.86,0.58,1.46,63.49
Fennel,3.5,7.47,457.31,2.87,0.83,1.61,52.58
Snapdragon,1.05,7.55,382.03,2.06,0.66,1.47,47.77
Geranium,2.49,5.99,853.88,2.28,0.9,1.76,64.36
African violet (Saintpaulia),4.05,5.69,245.2,0.88,0.77,2.29,35.76
Oregano,2.21,7.01,660.0,1.6,0.59,1.91,57.42
Rosemary,1.18,6.68,669.48,1.11,0.79,1.54,68.66
Marigold,2.95,6.89,577.29,2.11,0.88,1.64,43.81
Oregano,2.17,7.07,908.91,2.27,0.71,1.62,64.43
Pansy,2.6,5.5,546.12,1.08,1.18,1.16,71.86
Peace lily (Spathiphyllum),4.33,7.01,192.29,2.07,0.3,1.91,46.05
Coriander (Cilantro),3.5,6.61,620.71,2.6,1.01,1.09,60.58
Aloe vera,3.1,6.25,305.09,2.64,0.97,0.63,41.09
Basil,3.39,7.43,1332.17,2.77,0.61,1.38,65.76
Lavender cotton (Santolina),2.52,7.01,493.82,1.51,0.82,1.03,61.75
Crocus,2.63,6.98,790.77,2.62,1.0,2.29,79.15
Coriander (Cilantro),0.84,7.19,565.37,2.58,0.52,2.13,57.65
Lemon balm,1.57,6.39,454.54,1.83,0.54,2.29,74.23
Marjoram,3.98,7.24,745.91,2.68,1.13,1.21,71.4
Morning glory,3.21,6.49,864.75,1.93,1.13,1.3,56.36
Sweet pea,3.02,6.4,348.24,2.01,0.78,1.01,78.22
Pothos (Epipremnum aureum),3.56,6.41,644.49,1.77,0.15,2.29,48.85
Bay leaf (Bay laurel),0.92,7.96,530.5,1.2,0.67,1.01,59.81
Spearmint,4.57,6.17,514.61,1.81,0.72,1.81,63.29
Nasturtium,1.29,7.01,531.6,1.48,0.95,1.37,55.14
Bay leaf (Bay laurel),0.61,7.65,791.53,2.96,1.14,1.22,62.38
Basil,1.66,5.88,656.18,1.63,0.73,1.1,60.54
Sage,1.39,7.12,613.43,2.35,0.99,1.15,51.55
Oregano,3.45,6.46,673.8,1.21,0.63,1.03,47.35
Orchid,0.39,6.07,217.23,2.33,0.16,1.85,74.43
Impatiens,3.4,7.07,831.68,2.3,0.68,1.68,53.23
Coriander (Cilantro),3.16,6.82,380.37,2.7,1.11,1.22,54.51
Tarragon,2.45,7.3,560.27,2.21,0.84,1.29,43.25
Snake plant (Sansevieria trifasciata),3.1,6.81,112.79,2.96,0.25,0.79,74.92
Fennel,3.25,6.69,278.27,1.31,0.6,1.18,63.06
Geranium,1.06,7.3,413.69,2.67,0.51,1.51,64.81
Marigold,1.61,7.04,544.42,2.94,1.13,1.25,40.19
Lily,2.03,5.93,659.16,1.75,1.06,2.13,55.93
Geranium,0.51,6.1,748.29,2.97,1.14,1.71,74.09
African violet (Saintpaulia),4.27,5.61,751.03,1.35,1.19,1.68,34.89
Orchid,0.1,5.78,553.78,2.23,1.05,1.05,54.39
Coriander (Cilantro),1.93,6.34,782.01,2.1,0.57,1.16,58.11
Iris,1.26,5.72,387.13,2.46,0.44,0.8,34.26
Calendula (Pot marigold),2.63,6.2,465.84,1.31,0.67,1.68,72.18
Rosemary,4.27,6.92,594.73,1.36,1.19,1.01,61.83
Aloe vera,3.83,5.69,575.93,1.99,1.38,2.22,41.56
Sunflower,1.21,5.83,278.03,1.39,1.11,1.28,64.16
Spider plant (Chlorophytum comosum),4.89,6.63,341.8,2.7,0.76,1.68,41.43
Iris,3.58,7.46,449.69,1.45,0.78,0.69,63.07
Oregano,1.79,6.04,288.36,2.24,1.25,1.24,60.56
Daffodil,1.66,6.74,573.99,0.98,1.47,2.06,36.1
Snake plant (Sansevieria trifasciata),3.05,6.54,150.94,0.74,1.31,0.5,42.34
Impatiens,1.47,6.05,706.5,1.09,0.74,1.64,75.0
Nasturtium,1.15,6.38,582.47,2.06,0.57,1.73,71.89
Spearmint,3.44,6.45,913.22,2.25,0.92,1.12,80.38
Orchid,0.72,5.68,320.52,2.67,0.4,1.9,39.38
Marigold,2.67,7.44,613.48,2.61,0.64,1.37,40.33
Parsley,2.85,7.38,833.8,2.12,1.12,1.98,59.05
Chives,1.53,7.21,984.25,2.37,0.72,2.03,64.56
Nasturtium,2.74,7.3,581.48,1.91,0.85,1.31,60.44
Sweet pea,1.44,6.86,404.05,2.98,0.98,1.94,62.45
Aloe vera,4.53,6.31,776.6,2.31,0.12,1.3,59.66
Mint,5.41,7.04,485.29,2.03,1.36,2.46,75.42
Petunia,2.82,6.67,728.32,2.93,0.76,1.57,66.24
Sage,2.46,6.74,470.57,1.88,0.57,1.37,56.23
Tarragon,0.91,7.87,373.84,1.45,0.55,1.97,55.44
Iris,1.94,5.81,222.07,1.11,1.15,1.52,31.55
Cilantro,2.32,7.13,724.01,2.17,1.04,1.19,61.44
Morning glory,3.13,7.23,526.01,2.62,0.88,1.31,66.34
Sage,1.17,7.55,407.89,2.16,0.66,1.57,66.35
Chives,0.51,7.4,745.28,3.31,0.63,2.39,57.81
Daffodil,4.39,5.53,136.66,0.56,0.39,2.07,75.3
Iris,3.61,6.05,621.21,0.79,0.75,1.35,43.97
Chamomile,2.02,7.25,470.83,1.31,0.51,1.4,56.33
Calendula (Pot marigold),2.24,6.94,686.15,2.19,0.85,1.6,64.61
Peace lily (Spathiphyllum),1.79,7.09,471.69,2.27,1.48,1.56,53.15
Impatiens,2.09,7.07,367.56,2.9,0.76,1.01,75.51
Peppermint,3.6,6.01,652.88,2.62,0.56,1.22,62.0
Aloe vera,2.78,7.1,198.44,2.25,0.92,0.67,74.82
Peace lily (Spathiphyllum),4.6,5.72,759.55,1.0,1.35,0.74,47.07
Morning glory,2.3,7.27,208.12,1.83,1.15,1.91,62.26
Snake plant (Sansevieria trifasciata),0.13,6.79,779.07,1.22,1.46,1.29,42.24
Mint,2.22,6.0,826.64,1.95,0.57,1.78,86.98
Crocus,0.42,6.46,180.64,1.97,1.17,1.43,72.43
Orchid,0.43,7.4,299.59,1.43,1.19,0.83,30.9
Jade plant (Crassula ovata),4.21,6.78,741.4,0.84,0.5,1.14,38.69
Stevia,1.98,6.28,360.59,2.1,0.57,1.81,77.2
Fennel,1.58,6.57,277.5,2.75,0.84,1.33,49.0
Lemon verbena,3.25,5.79,327.6,1.73,0.98,1.14,65.4
Tomato,2.49,6.77,914.51,2.45,0.71,1.35,52.71
Lavender,1.21,6.09,501.36,1.71,1.05,0.8,66.76
Peace lily (Spathiphyllum),2.35,7.27,437.04,2.37,0.99,2.17,56.4
Snake plant (Sansevieria trifasciata),2.31,7.48,439.55,2.58,0.7,2.31,66.07
Jade plant (Crassula ovata),3.37,5.8,773.92,1.04,0.68,2.47,31.07
Coriander (Cilantro),3.19,6.0,652.89,2.93,0.51,1.89,51.71
Parsley,0.55,5.83,360.18,1.64,1.01,1.99,73.5
Sage,1.62,6.8,381.76,1.62,0.54,1.7,67.92
Nasturtium,0.84,5.81,399.05,2.14,0.75,1.38,65.6
Geranium,3.44,7.27,897.37,1.56,0.67,1.29,58.23
African violet (Saintpaulia),1.55,6.95,434.81,2.98,1.32,0.6,30.47
Stevia,0.73,6.14,910.64,2.41,0.68,1.18,57.45
Thyme,0.72,7.15,313.59,1.48,0.85,1.54,74.59
Bay leaf (Bay laurel),1.16,6.47,207.33,1.32,0.58,1.36,48.62
Bay leaf (Bay laurel),2.28,7.78,512.1,1.85,0.93,1.47,40.91
Lemon balm,3.09,7.06,660.4,2.38,1.11,1.6,75.06
Coriander (Cilantro),1.37,7.44,790.02,2.22,0.51,1.94,79.49
Snake plant (Sansevieria trifasciata),4.14,5.55,491.8,2.83,1.09,0.86,62.16
Sweet pea,1.82,6.27,631.21,2.21,1.1,1.05,52.93
Zinnia,1.11,5.64,545.57,1.33,0.7,1.32,76.27
Impatiens,0.69,7.36,620.1,2.8,0.82,1.47,68.33
Spearmint,3.04,6.03,916.41,2.17,1.02,2.28,76.55
Bay leaf (Bay laurel),0.94,7.88,560.97,1.95,1.17,1.67,65.86
Dill,0.86,6.28,433.55,1.89,0.85,1.58,68.39
Tarragon,1.79,7.33,730.36,1.99,0.86,1.53,57.69
Crocus,0.51,5.63,789.8,2.22,0.22,0.53,50.97
Pothos (Epipremnum aureum),1.52,6.92,202.23,1.05,0.51,0.85,60.9
Zinnia,0.55,7.09,896.27,2.76,1.13,1.6,56.98
Peace lily (Spathiphyllum),3.15,6.43,177.61,2.4,0.59,1.93,62.64
Lily,0.12,6.68,554.5,2.66,1.07,1.62,78.39
Lemon balm,0.61,6.69,239.78,2.83,0.93,1.44,57.0
Oregano,3.16,7.72,476.39,2.86,0.63,1.77,40.01
